,abstract,prism:coverDate,prism:aggregationType,subtypeDescription,prism:publicationName,source-id,citedby-count,prism:volume,title,openaccess,openaccessFlag,prism:doi,dc:publisher,venue,year,referenceCount,influentialCitationCount,tldr,index,author_1_id,author_1_name,author_2_id,author_2_name,author_3_id,author_3_name,author_4_id,author_4_name,author_5_id,author_5_name,author_6_id,author_6_name,author_1_paperCount,author_1_citationCount,author_1_hIndex,author_2_paperCount,author_2_citationCount,author_2_hIndex,author_3_paperCount,author_3_citationCount,author_3_hIndex,author_4_paperCount,author_4_citationCount,author_4_hIndex,author_5_paperCount,author_5_citationCount,author_5_hIndex,author_6_paperCount,author_6_citationCount,author_6_hIndex,fieldsOfStudy
1229,"© 2016 American Psychological Association.Intimate partner violence (IPV) is a substantial public health problem. Psychopathic personality is one of the most important individual difference predictors of violence and has been proposed as a key feature for understanding IPV perpetration. Psychopathy is also associated with alcohol use, a prominent risk factor for IPV. This pattern of interrelationship raises the possibility that psychopathy might mediate the relationship between alcohol use and IPV. However, few studies have examined the combined influences of alcohol use and psychopathy on aggressive behavior, and, to our knowledge, no study has directly examined these interrelationships in the context of IPV. In the present study, we aim to enhance our understanding of risk for IPV perpetration by examining the consistency of the association between psychopathy and violence across levels of alcohol use and gender in 2 samples: A prospective clinical sample (n = 703) and a cross-sectional sample of university students (n = 870). Psychopathy was associated with IPV across both samples independently and, after controlling for gender and alcohol use (R2 =-04-.08), also mediated the relationship between alcohol use and IPV among the nonclinical sample. We found that psychopathy was associated with IPV, that this relationship was consistent despite gender and alcohol use, and was evident across samples. This relationship was small but robust, and appeared to be more prominent than the association between alcohol use and IPV. Future research that examines IPV risk should consider the potential role of psychopathy, particularly when investigating risk associated with alcohol use.",2016-10-01,Journal,Article,Law and Human Behavior,17545,9,40,"Psychopathy, alcohol use, and intimate partner violence: Evidence from two samples",0,false,10.1037/lhb0000192,American Psychological Association Inc.journals@apa.org,Law and Human Behavior,2016.0,0.0,0.0,"{'model': 'tldr@v2.0.0', 'text': 'It is found that psychopathy was associated with IPV, that this relationship was consistent despite gender and alcohol use, and was evident across samples, and future research that examines IPV risk should consider the potential role of psychopathy, particularly when investigating risk associated with alcohol use.'}",1229,15621215,M. Okano,13771374,J. Langille,4994898,Z. Walsh,,,,,,,13.0,140.0,4.0,9.0,49.0,5.0,104.0,2910.0,30.0,,,,,,,,,,"Psychology, Medicine"
1230,,2016-09-28,Journal,Note,Global Health Science and Practice,21100390415,10,4,Using qualitative methods to validate and contextualize quantitative findings: A case study of research on sexual behavior and gender-based violence among young Swazi women,1,true,10.9745/GHSP-D-16-00062,Johns Hopkins University Pressbjs@press.jhu.edu,Global Health: Science and Practice Journal,2016.0,71.0,1.0,"{'model': 'tldr@v2.0.0', 'text': 'It was found that women reported similar numbers of lifetime sex partners in all sources, but the proportion reporting multiple and concurrent partnerships was several times higher in qualitative interviews.'}",1230,13408751,Allison Ruark,1412713798,R. Fielding-Miller,,,,,,,,,28.0,266.0,10.0,47.0,762.0,14.0,,,,,,,,,,,,,"Psychology, Medicine"
1232,"© 2016 Informa UK Limited, trading as Taylor & Francis Group.Transgender women in Lima, Peru have, until recently, been grouped together with gay and bisexual men in the category MSM, or men who have sex with men, with little consideration of their unique situation and needs. Transgender women, self-identified in Peru as travesti, are a socially vulnerable population with many unmet health needs, including an HIV prevalence of 30%. Understanding specific transgender identities and their contexts will contribute to the improvement and development of HIV prevention programs. Through qualitative open-ended interviews with trans-identified women in Lima, Peru, this study found that the non-normative travesti identity is constructed within a conservative homophobic and heteronormative social context. Participants strive towards appearances and relationships perceived as feminine, seeking out silicone injections and abusive men as social markers of this femininity. Sex work is the primary economic activity available and travestis are often alienated from their families and communities. Work is needed to increase self-esteem and decrease violence, stigma, and discrimination. There is a need for multilevel HIV prevention campaigns prioritising travesti in Lima, utilising a human rights framework.",2016-09-13,Journal,Article,Global Public Health,5800179609,25,11,"‘You should build yourself up as a whole product’: Transgender female identity in Lima, Peru",2,,10.1080/17441692.2016.1167932,Routledgeinfo@tandf.co.uk,Global Public Health,2016.0,20.0,1.0,"{'model': 'tldr@v2.0.0', 'text': 'Through qualitative open-ended interviews with trans-identified women in Lima, Peru, this study found that the non-normative travesti identity is constructed within a conservative homophobic and heteronormative social context.'}",1232,47266980,Lealah C Pollock,1402309739,A. Silva-Santisteban,5351281,J. Sevelius,145074731,X. Salazar,,,,,12.0,230.0,6.0,43.0,1137.0,16.0,92.0,4144.0,28.0,40.0,891.0,15.0,,,,,,,Medicine
1233,,2016-09-01,Journal,Note,The Lancet Psychiatry,21100356804,3,3,A gender incongruence diagnosis: where to go?,0,false,10.1016/S2215-0366(16)30212-7,Elsevier Ltd,Lancet psychiatry,2016.0,6.0,0.0,,1233,6242479,G. De Cuypere,49977786,S. Winter,,,,,,,,,74.0,4508.0,38.0,84.0,2843.0,26.0,,,,,,,,,,,,,"Psychology, Medicine"
1234,"© 2016 Elsevier LtdBackground The conceptualisation of transgender identity as a mental disorder has contributed to precarious legal status, human rights violations, and barriers to appropriate health care among transgender people. The proposed reconceptualisation of categories related to transgender identity in WHO's forthcoming International Classification of Diseases (ICD)-11 removes categories related to transgender identity from the classification of mental disorders, in part based on the idea that these conditions do not satisfy the definitional requirements of mental disorders. We aimed to determine whether distress and impairment, considered essential characteristics of mental disorders, could be explained by experiences of social rejection and violence rather than being inherent features of transgender identity, and to examine the applicability of other elements of the proposed ICD-11 diagnostic guidelines. Methods This field study used a retrospective interview design in a purposive sample of transgender adults (aged >18 years or older) receiving health-care services at the Condesa Specialised Clinic in Mexico City, Mexico. Participants completed a detailed structured interview focusing on sociodemographic characteristics, medical history related to gender identity, and, during a specific period of adolescence, key concepts related to gender identity diagnoses as proposed for ICD-11 and from DSM-5 and ICD-10, psychological distress, functional impairment, social rejection, and violence. Data were analysed with descriptive statistics and univariate comparisons and multivariate logistic regression models predicting distress and dysfunction. Findings Between April 1, 2014, and Aug 17, 2014, 260 transgender adults were approached and 250 were enrolled in the study and completed the interview. Most (n=202 [81%]) had been assigned a male sex at birth. Participants reported first awareness of transgender identity at a mean age of 5·6 years (SD 2·5, range 2–17), and 184 (74%) had used health interventions for body transformation, most commonly hormones (182 [73%)], with the first such intervention at a mean age of 25·0 years (SD 9·1, range 10–54). 84 (46%) of those who had used hormones did so initially without medical supervision. During adolescence, distress related to gender identity was very common, but not universal (n=208 [83%]), and average level of distress was quite high among those who reported it (79·9 on a scale of 0 [none at all] to 100 [extreme], SD 20·7, range 20–100). Most participants (n=226 [90%] reported experiencing family, social, or work or scholastic dysfunction related to their gender identity, but this was typically moderate (on a scale of 0 [not at all disrupted] to 10 [extremely disrupted], family dysfunction mean 5·3 [SD 3·9, range 0–10]; social dysfunction mean 5·0 [SD 3·8, range 0–10]; work or scholastic dysfunction mean 4·8 [SD 3·6, range 0–10]). Multivariate logistic regression models indicated that distress and all types of dysfunction were strongly predicted by experiences of social rejection (odds ratios [ORs] 2·29–8·15) and violence (1·99–3·99). A current male gender identity also predicted distress (OR 3·90). Of the indicators of gender incongruence, only asking to be treated as a different gender was a significant predictor, and only of work or scholastic dysfunction (OR 1·82). Interpretation This study provides additional support for classifying health-related categories related to transgender identity outside the classification of mental disorders in the ICD-11. The reconceptualisation and related reclassification of transgender-related health conditions in the ICD-11 could serve as a useful instrument in the discussion of public health policies aimed at increasing access to appropriate services and reducing the victimisation of transgender people. Funding National Institute of Psychiatry Ramón de la Fuente Muñiz, Mexico.",2016-09-01,Journal,Article,The Lancet Psychiatry,21100356804,84,3,Removing transgender identity from the classification of mental disorders: a Mexican field study for ICD-11,0,false,10.1016/S2215-0366(16)30165-1,Elsevier Ltd,Lancet psychiatry,2016.0,46.0,5.0,"{'model': 'tldr@v2.0.0', 'text': 'This study provides additional support for classifying health-related categories related to transgender identity outside the classification of mental disorders in the ICD-11 and could serve as a useful instrument in the discussion of public health policies aimed at increasing access to appropriate services and reducing the victimisation of transgender people.'}",1234,145338496,Rebeca Robles,3453381,A. Fresán,1401355252,Hamid Vega-Ramírez,1402733952,J. Cruz-Islas,1402733981,V. Rodríguez-Pérez,1399845656,T. Domínguez-Martínez,61.0,1913.0,18.0,164.0,1886.0,22.0,22.0,187.0,5.0,8.0,149.0,4.0,11.0,148.0,4.0,36.0,421.0,11.0,"Psychology, Medicine"
1235,"© 2016 Informa UK Limited, trading as Taylor & Francis Group.ABSTRACT: Globally intimate partner violence (IPV) is a public health problem that can be perpetrated by both males and females, although males are more likely to inflict severe IPV-related injuries on their female partners. In low- and middle-income countries like South Africa, few studies have conducted research to determine whether IPV perpetration by men may be a risk factor for engaging in other risk behaviours. The aim of this study is to determine whether IPV perpetration by men is a risk factor for engaging in other risk behaviours with a particular focus on risky sexual behaviours and alcohol misuse. The data for this study were drawn from a multilevel intervention study, which addressed the nexus of alcohol abuse and HIV prevention among men in South Africa. Men were screened and recruited from informal drinking places within 12 communities situated in one of the oldest, predominantly Xhosa-speaking African townships in Cape Town. Univariate and multivariate logistic regression models were used to analyse the associations between IVP and potential explanatory variables. Of the 975 men included in the survey, 39.9% reported to have been involved in Intimate Partner Violence. IPV perpetration was significantly more likely among men who reported having a child [OR 1.51 (1.07–2.14) p =.019], having a casual sexual partner [OR 1.51 (1.11–2.05) p =.008], and those with possible alcohol dependence [OR 3.46 (1.17–10.20) p =.024]. IPV was significantly less likely among men with matric educational qualification than those with no education [OR 0.30 (95% CI: 0.09–1.02) p =.053] and among those who reported using a condom at last sex [OR 0.69 (0.50–0.97) p =.034]. We therefore recommend that interventions aimed at reducing IPV need to address risky sexual and drinking behaviours amongst men simultaneously, while also focusing on intimate relationship power dynamics and gendered norms amongst couples.",2016-09-01,Journal,Article,AIDS Care - Psychological and Socio-Medical Aspects of AIDS/HIV,21321,8,28,Intimate partner violence as a factor associated with risky sexual behaviours and alcohol misuse amongst men in South Africa,0,false,10.1080/09540121.2016.1146216,Routledgeinfo@tandf.co.uk,AIDS Care,2016.0,44.0,0.0,"{'model': 'tldr@v2.0.0', 'text': 'Interventions aimed at reducing IPV need to address risky sexual and drinking behaviours amongst men simultaneously, while also focusing on intimate relationship power dynamics and gendered norms amongst couples.'}",1235,12250556,J. Mthembu,134013666,G. Khan,40084449,M. Mabaso,4319634,L. Simbayi,,,,,20.0,198.0,8.0,4.0,33.0,2.0,83.0,1736.0,17.0,222.0,13031.0,52.0,,,,,,,"Psychology, Medicine"
1236,"© 2016 The Author(s).Background: Childhood sexual abuse (CSA) is a significant global public health problem, which is associated with negative psychosocial outcomes and high-risk sexual behaviors in adults. Men who have sex with men (MSM) often report higher prevalence of CSA history than the general population, and CSA may play a key role in MSM's greater vulnerability to HIV. Methods: This study examined the prevalence of CSA history and its impact on the number of recent HIV-related risk behaviors (unprotected anal intercourse, high number of male and female sexual partners, alcohol use, drug use, and sex work in prior 6 months) and lifetime risk behaviors and experiences (high number of lifetime male and female sexual partners, early sexual debut, injection drug use, sex work, and intimate partner violence) among 11,788 adult MSM recruited via respondent driven sampling across 12 sites in India, with additional insights from thematic analysis of qualitative research with 363 MSM from 15 sites. Results: Nearly a quarter (22.4 %) of participants experienced CSA, with substantially higher prevalence of CSA in the South and among kothis (feminine sexual identity). Qualitative findings revealed that older, trusted men may target young and, especially, gender nonconforming boys, and perpetrators' social position facilitates nondisclosure. CSA may also initiate further same-sex encounters, including sex work. In multivariable analysis, MSM who experienced CSA had 21 % higher rate of recent (adjusted rate ratio [aRR = 1.21], 95 % confidence interval [CI]: 1.14-1.28), and 2.0 times higher lifetime (aRR = 2.04, 95 % CI: 1.75-2.38) HIV-related behaviors/experiences compared with those who did not. Conclusion: This large, mixed-methods study found high overall prevalence of CSA among MSM (22.4 %), with substantially higher prevalence among MSM residing in the South and among more feminine sexual identities. Qualitative findings highlighted boys' vulnerabilities to CSA, especially gender nonconformity, and CSA's role in further sexual encounters, including sex work. Additionally, CSA was associated with an elevated rate of recent, and an even higher rate of lifetime HIV-related risk factors. Our results suggest an acute need for the development of CSA prevention interventions and the integration of mental health services for MSM with histories of CSA as part of HIV-prevention efforts.",2016-08-12,Journal,Article,BMC Public Health,19621,28,16,The prevalence and impact of childhood sexual abuse on HIV-risk behaviors among men who have sex with men (MSM) in India,1,true,10.1186/s12889-016-3446-6,BioMed Central Ltd.info@biomedcentral.com,BMC Public Health,2016.0,66.0,7.0,"{'model': 'tldr@v2.0.0', 'text': 'A large, mixed-methods study found high overall prevalence of CSA among MSM, with substantially higher prevalence among MSM residing in the South and among more feminine sexual identities, and Qualitative findings highlighted boys’ vulnerabilities to CSA, especially gender nonconformity, and CSA’s role in further sexual encounters, including sex work.'}",1236,4677478,C. Tomori,4045890,A. Mcfall,32859927,A. K. Srikrishnan,3730682,S. Mehta,7139234,Nymisha Nimmagadda,34578896,S. Anand,58.0,1828.0,20.0,55.0,1008.0,15.0,60.0,993.0,20.0,379.0,14968.0,65.0,2.0,35.0,2.0,37.0,828.0,18.0,Medicine
1237,"© 2016 Taylor & Francis.Gay panic refers to a situation in which a heterosexual individual loses control and commits a violent crime against a gay individual when faced with unwanted sexual advances. In court, it is argued the defendant was provoked, defending himself from possible gay rape, or even became temporarily unable to distinguish right from wrong. Despite use in many trials across the country, with varying degrees of success, the conceptualization has little merit based upon its psychological roots. Rather, the strategy appears to rely primarily upon antigay stereotypes. Counteracting gay victimization is the emergence of hate crime laws, enhancing punishments for offenders who unfairly target this group of individuals. However, the use of the gay panic defense appears to be juxtaposed to hate crimes, advocating for less severe punishments of those perpetuating crimes against gay individuals. Legal implications, possible trial strategy, and future research and legislative proposals are offered for cases involving gay panic when considering hate crime research.",2016-08-07,Journal,Article,Journal of Forensic Psychology Practice,15507,4,16,Legal Policies in Conflict: The Gay Panic Defense and Hate Crime Legislation,0,false,10.1080/15228932.2016.1192331,Routledgeaabs@uw.edu,,2016.0,89.0,1.0,,1237,32590154,J. Tomei,145100786,R. Cramer,,,,,,,,,7.0,12.0,2.0,247.0,2321.0,25.0,,,,,,,,,,,,,Psychology
1238,"Introduction: The rights of trans people are protected by a range of international and regional mechanisms. Yet, punitive national laws, policies and practices targeting transgender people, including complex procedures for changing identification documents, strip transgender people of their rights and limit access to justice. This results in gross violations of human rights on the part of state perpetrators and society at large. Transgender people's experience globally is that of extreme social exclusion that translates into increased vulnerability to HIV, other diseases, including mental health conditions, limited access to education and employment, and loss of opportunities for economic and social advancement. In addition, hatred and aggression towards a group of individuals who do not conform to social norms around gender manifest in frequent episodes of extreme violence towards transgender people. This violence often goes unpunished. Discussion: The United Nations Development Programme (UNDP) views its work in the area of HIV through the lens of human rights and advances a range of development solutions such as poverty reduction, improved governance, active citizenship, and access to justice. This work directly relates to advancing the rights of transgender people. This manuscript lays out the various aspects of health, human rights, and development that frame transgender people's issues and outlines best practice solutions from transgender communities and governments around the globe on how to address these complex concerns. The examples provided in the manuscript can help guide UN agencies, governments, and transgender activists in achieving better standards of health, access to justice, and social inclusion for transgender communities everywhere. Conclusions: The manuscript provides a call to action for countries to urgently address the violations of human rights of transgender people in order to honour international obligations, stem HIV epidemics, promote gender equality, strengthen social and economic development, and put a stop to untrammelled violence.",2016-07-17,Journal,Review,Journal of the International AIDS Society,19700175037,35,19,Transgender social inclusion and equality: A pivotal path to development,1,true,10.7448/IAS.19.3.20803,International AIDS Societyeditorial@jiasociety.org,Journal of the International AIDS Society,2016.0,47.0,2.0,"{'model': 'tldr@v2.0.0', 'text': ""Transgender people's experience globally is that of extreme social exclusion that translates into increased vulnerability to HIV, other diseases, including mental health conditions, limited access to education and employment, and loss of opportunities for economic and social advancement.""}",1238,48657075,V. Divan,4640144,C. Cortez,6859543,M. Smelyanskaya,143745808,J. Keatley,,,,,10.0,67.0,3.0,16.0,69.0,3.0,24.0,323.0,10.0,40.0,3050.0,18.0,,,,,,,Medicine
1239,"© 2015 Informa UK Limited, trading as Taylor & Francis Group.Known for graphic gore and formal experimentation, films of European new extremism stand out for the way in which they combine sex with violence, stressing the body in extreme modes of being and rendering its materiality emphatic, uncanny and profoundly disturbing. While this emphasis on sex and violence has been widely recognized in scholarly literature on new extremism, its connections to gendered conventions of genre cinema have not. In this article, we contend that films such as Philippe Grandrieux's Sombre (1998), Lars von Trier's Antichrist (2009) and Claire Denis's Trouble Every Day (2001) directly reference gendered tropes and conventions of horror cinema in their explorations of desire, sexual difference and violence. Far from being inconsequential or secondary concerns, we argue that emphatically gendered characteristics of cinematic horror are crucial to the disturbing impact of these films. By appropriating tropes from the horror film, but refusing them the closure and recuperation customary to narrative conventions of the genre, new extremist films critique these gendered implications, calling attention to the paradoxes and contradictions inherent in the gender politics of horror.",2016-07-03,Journal,Article,Journal of Gender Studies,23704,1,25,Desublimating monstrous desire: the horror of gender in new extremist cinema,0,false,10.1080/09589236.2015.1011100,Routledgeinfo@tandf.co.uk,,2016.0,51.0,0.0,,1239,15854062,L. Coulthard,114876304,C. Birks,,,,,,,,,30.0,255.0,6.0,12.0,15.0,2.0,,,,,,,,,,,,,Sociology
1240,"© 2016 University of the Witwatersrand.This article offers a feminist literary analysis of Angela Makholwa’s two crime novels, Red Ink (2007) and Black Widow Society (2013), in order to explore how a black female author represents gendered constructions of identity and gender violence in the genre of crime fiction. Over the last few decades, crime fiction has received increased scholarly attention in academic circles, both locally and abroad. In the South African context, scholars have tended to focus their analytical gaze on a few, well-known and established crime writers. I seek to extend the critical debate about South African crime writing by turning my attention to the work of a black female crime writer. Although Makholwa’s novels make a number of observations about the salience of race in the South African milieu, this analysis focuses on her fictional representations of contemporary gender assumptions and relations. In particular, I consider how her literary representations of gender violence invite readers to trace the violence back to the gendered ordering of female characters’ lived experiences. A close reading of her novels reveals that misogyny is rife and that, regardless of where they are located on the socio-economic ladder, female characters must negotiate their way in terms of very prescriptive and fundamentally gendered scripts. Rather than regarding violence against women as aberrations, these texts suggest that such violence is pervasive and that the brutal instances of physical violence are merely extreme manifestations of discursive and structural gender oppression that shapes every aspect of the female characters’ lives. This article follows an interdisciplinary approach and I utilise founding and contemporary gender theory as well as sociological gender research to enrich the literary analysis of Makholwa’s texts.",2016-07-02,Journal,Article,English Studies in Africa,5700156985,6,59,Constructions of Gender in Contemporary South African Crime Fiction: A Feminist Literary Analysis of the Novels of Angela Makholwa,0,false,10.1080/00138398.2016.1239415,Routledgeinfo@tandf.co.uk,,2016.0,40.0,0.0,,1240,144107030,J. Murray,,,,,,,,,,,66.0,222.0,8.0,,,,,,,,,,,,,,,,Sociology
1241,"© 2016 Sociedad Universitaria de Investigación en Psicología y Salud.An experimental study was designed with the aim of knowing the effects of the subjective perception of partner violence victimization (yes vs. no), gender (male vs. female), and psychological violence type (subtle vs. overt) on objective partner violence victimization; the evaluation of the observed degree of violence, the adult attachment and on the conflict resolution tactics. As for this, 121 participants, ranging from 18 to 66 years old (M=37,08), read a vignette of intimidate partner violence (subtle or overt) which should assess in the degree of observed violence. Moreover, participants were assessed in ambivalent sexism, conflict resolution tactics, adult attachment, perceived victimization, and objective experience measure of intimate partner violence. Results showed that the vignettes of overt violence were evaluated as more representative of gender violence than the subtle ones. Males, in comparison with females, assessed that subtle violence has a greater influence on victim behavior, and that the overt violence on access of victims to the partner claims. Meanwhile, females reported that overt violence has more influence on victim behavior, and that the subtle violence on facilitating the victim access to the partner claims. Results also confirm the low detection rate of the subtle violence as constitutive of gender violence. No relationship between gender and partner violence victimization with conflict resolution tactics and adult attachment was found. The implications of the results for intervention are discussed.",2016-07-01,Journal,Article,Revista Iberoamericana de Psicologia y Salud,21100466462,22,7,"Victimization and gender: Effects in the evaluation of subtle and overt violence, adult attachment and conflict resolution tactics Género y victimización: Efectos en la evaluación de la violencia psicológica sutil y manifiesta, apego adulto y tácticas de resolución de conflictos",1,true,10.1016/j.rips.2016.05.002,Elsevier Doymaeditorial@elsevier.com,,2016.0,48.0,0.0,,1241,2005768753,M. Novo,118311334,Jennifer Herbón,51967095,Bárbara G. Amado,,,,,,,22.0,283.0,9.0,1.0,21.0,1.0,25.0,78.0,5.0,,,,,,,,,,Psychology
1242,"© 2016 Elsevier LtdIn this paper we examine the social and legal conditions in which many transgender people (often called trans people) live, and the medical perspectives that frame the provision of health care for transgender people across much of the world. Modern research shows much higher numbers of transgender people than were apparent in earlier clinic-based studies, as well as biological factors associated with gender incongruence. We examine research showing that many transgender people live on the margins of society, facing stigma, discrimination, exclusion, violence, and poor health. They often experience difficulties accessing appropriate health care, whether specific to their gender needs or more general in nature. Some governments are taking steps to address human rights issues and provide better legal protection for transgender people, but this action is by no means universal. The mental illness perspective that currently frames health-care provision for transgender people across much of the world is under scrutiny. The WHO diagnostic manual may soon abandon its current classification of transgender people as mentally disordered. Debate exists as to whether there should be a diagnosis of any sort for transgender children below the age of puberty.",2016-07-01,Journal,Review,The Lancet,16590,464,388,Transgender people: health at the margins of society,2,,10.1016/S0140-6736(16)00683-8,Lancet Publishing Group,The Lancet,2016.0,104.0,35.0,"{'model': 'tldr@v2.0.0', 'text': 'The social and legal conditions in which many transgender people live, and the medical perspectives that frame the provision of health care for transgender people across much of the world are examined.'}",1242,49977786,S. Winter,2548943,M. Diamond,2134882375,Jamison Green,5871734,D. Karasic,46612313,T. Reed,8249276,S. Whittle,84.0,2843.0,26.0,114.0,4514.0,35.0,32.0,1417.0,14.0,31.0,3899.0,16.0,7.0,776.0,5.0,83.0,4139.0,14.0,"Medicine, Sociology"
1243,"© 2016This article analyses “Intimate Terrorism” (IT) in relationships of 14,252 university student couples. A unique conceptual and methodological contribution is conceptualizing and measuring IT at the couple-level using Dyadic Concordance Types (DCTs) to identify three DCTs: Male-Only IT, Female-Only IT, and Both IT. Data from female as well as male participants found 51% of couples Both IT, 16% Male-Only, 33% Female-Only. These percentages are similar to most other studies which empirically compared men and women IT, including comparisons based on child reports of inter-parent violence. They contradict Johnson's assertion that IT is almost exclusively male. The theoretical implication is that, like other forms of partner abuse, understanding IT can be enhanced when it is conceptualized as a characteristic of couples, not just of individuals. A critique of Johnson's criteria to identify IT concludes it is inadequate to identify cases which correspond to what is implied by “terrorism.” The research and clinical implication are that if the concept of IT is used, the data analysis or treatment plan can benefit from by identifying the cases as Male-Only, Female-Only, or Both IT.",2016-07-01,Journal,Review,Aggression and Violent Behavior,29451,9,29,Concordance between partners in “intimate terrorism”: A comparison of two typologies,0,false,10.1016/j.avb.2016.06.003,Elsevier Ltd,,2016.0,51.0,1.0,"{'model': 'tldr@v2.0.0', 'text': 'Analysis of ""Intimate Terrorism"" in relationships of 14,252 university student couples finds that, like other forms of partner abuse, understanding IT can be enhanced when it is conceptualized as a characteristic of couples, not just of individuals.'}",1243,3178055,M. Straus,21631545,Kristi L. Gozjolko,,,,,,,,,362.0,44882.0,89.0,8.0,162.0,5.0,,,,,,,,,,,,,Medicine
1245,"© 2016 The Author(s).This article explores the ways in which parricide was comprehended in England and Wales, c.1600– 1760, and shows that while some parallels exist with modern explanatory models of parricide offenders, they had very different meanings in the early modern context. While both lunacy and the cruelty of parents were understood as possible contexts for parricide, neither were common. The dominant explanation was the gratuitous violence of a selfish individual who lacked compassion and who saw the parent as an obstacle—to an inheritance, riches, marriage, and freedom—to be removed. The article explores these three categories and suggests ways in which this began to change in the mid-eighteenth century.",2016-07-01,Journal,Article,Journal of Family History,15640,10,41,"Imagining the unimaginable: Parricide in early modern England and Wales, c.1600–c.1760",1,true,10.1177/0363199016644706,SAGE Publications Inc.claims@sagepub.com,Journal of Family History,2016.0,101.0,1.0,"{'model': 'tldr@v2.0.0', 'text': 'While both lunacy and the cruelty of parents were understood as possible contexts for parricide, neither were common and this began to change in the mid-eighteenth century.'}",1245,37008233,Garthine Walker,,,,,,,,,,,42.0,529.0,9.0,,,,,,,,,,,,,,,,"Sociology, Medicine"
1246,"© 2015, © The Author(s) 2015.Academics and activists called to attention decades prior the importance of identifying, analyzing, and tracking the transmission of attitudes, behaviors, and norms correlated with violence against women. A specific call to attention reflected the media as a mode of transmission. This research builds on prior studies of media, with an emphasis on Internet search queries. Using Google search data, for the period 2004 to 2012, this research provides regional analysis of associated interest in rape-oriented pornography and pornographic hubs. Results indicate minor regional variations in interest, including the use of “BDSM” or “bondage/discipline, dominance/submission, and sadomasochism” as a foundational query for use in trend analysis. Interest in rape-oriented pornography by way of pornographic hubs is discussed in the context of microaggression.",2016-07-01,Journal,Article,Journal of Interpersonal Violence,20374,8,31,X Views and Counting: Interest in Rape-Oriented Pornography as Gendered Microaggression,0,false,10.1177/0886260515573572,SAGE Publications Inc.claims@sagepub.com,Journal of Interpersonal Violence,2016.0,83.0,0.0,"{'model': 'tldr@v2.0.0', 'text': 'Using Google search data, regional analysis of associated interest in rape-oriented pornography and pornographic hubs is provided, including the use of “BDSM” or “bondage/discipline, dominance/submission, and sadomasochism” as a foundational query for use in trend analysis.'}",1246,35062368,David A. Makin,20834906,Amber L. Morczek,,,,,,,,,59.0,700.0,14.0,8.0,55.0,3.0,,,,,,,,,,,,,"Sociology, Medicine"
1247,"© 2015, Springer-Verlag Berlin Heidelberg.Violence is a topic of great social relevance, frequently causing tremendous health consequences for those affected and high consequential costs for health care and the national economy. The established consulting and assistance services are usually restricted to offers for ambulant supply, mainly from private agencies or societies. As a result, there is no identification and care for patients who have experienced violence and who are treated in hospital. Another deficiency is the identification and care of male victims of violence. Despite wide-ranging offers of assistance, only very few gender-specific consulting and support services have been available to date. Therefore, the model project “Gender Gewaltkonzept” was initiated at Aachen University Hospital to assess the prevalence of violence and the potential consequences of the violence experienced on the patients’ health. In addition, we investigated whether males and females are in need of different supply requirements. Based on the results of the project “Gender Gewaltkonzept” so far, and on prevalence estimates proving that there is a high rate of violent experiences in both males and females, this overview is aimed at presenting the aid and protection concepts available for victims of violence, in addition to the existing deficiencies of the care system. We present approaches to resolving these deficiencies to be able to establish all-encompassing gender-appropriate support for victims of violence.",2016-07-01,Journal,Article,Nervenarzt,17438,0,87,Gender-inclusive care of victims of violence: The model project “Gender Gewaltkonzept” at the University Hospital Aachen Gendergerechte Versorgung von Gewaltopfern: Das Modellprojekt „Gender Gewaltkonzept“ an der Uniklinik Aachen,0,false,10.1007/s00115-015-0024-6,Springer Verlagservice@springer.de,Der Nervenarzt,2016.0,0.0,0.0,"{'model': 'tldr@v2.0.0', 'text': 'This overview is aimed at presenting the aid and protection concepts available for victims of violence, in addition to the existing deficiencies of the care system, and approaches to resolving these deficiencies.'}",1247,2078629404,A. Evler,1387255286,M. Scheller,6367374,L. Wagels,36740402,R. Bergs,2873539,B. Clemens,1826456,N. Kohn,2.0,2.0,1.0,2.0,1.0,1.0,47.0,436.0,14.0,13.0,114.0,5.0,31.0,461.0,13.0,87.0,1935.0,23.0,Medicine
